modalidade,situacao,esfera,orgao,uf,municipio,objeto,valor,abertura,encerramento,numero_pncp,link
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de materiais de consumo e equipamentos para a Seção de Sistemas Elétricos (TEEL) do Parque de Material de Eletrônica da Aeronáutica do Rio de Janeiro (PAME-RJ).,8293580.47,2026-09-15T09:00:00,2026-09-29T09:00:00,00394429000100-1-002102/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12019505000742026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"O objeto da presente licitação é Contratação de empresa para prestação de serviços comuns de serralheria, com fornecimento de materiais e mão de obra, nas edificações
utilizadas pelo paiol de insumos onde se armazena insumos farmacêuticos e material de embalagem controlado pela ANVISA e utilizado pelo do Laboratório Farmacêutico da 
Marinha.",95943.75,2026-09-11T08:00:00,2026-09-29T09:00:00,00394502000144-1-011510/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=76574105000222026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Fornecimento de Descontaminante Químico,0.0,2026-09-17T08:00:00,2026-09-29T09:00:00,23274194000119-1-000100/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=91084705000362026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,AQUISIÇÃO DE RAÇÃO E MEDICAMENTOS PARA O CANIL DA BASE AÉREA DO GALEÃO.,199395.15,2026-09-16T09:00:00,2026-09-29T09:00:00,00394429000100-1-002356/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12064505002042026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de material permanente para mobiliar a estrutura do Corpo de Alunos do Instituto Militar de Engenharia,66364.05,2026-09-16T09:00:00,2026-09-29T09:00:00,00394452000103-1-020050/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16032705002752026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de materiais de limpeza, higienização e desinfecção e apoio às atividades específicas desenvolvidas pelas diferentes unidades da Escola Nacional de Saúde Pública Sergio Arouca",95134.0,2026-09-17T08:00:00,2026-09-29T09:00:00,33781055000135-1-001593/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25445005002252026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de Materiais de Processamento de Dados, Material para manutenção de bens imóveis, Material de Expediente, Material de sinalização visual e outros e Material de limpeza e produtos de higienização, por meio de Registro de Preços, para atendimento das necessidades da Procuradoria Regional do Trabalho da 1ª Região",280768.15,2026-09-17T08:00:00,2026-09-29T09:00:00,26989715000102-1-001448/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=20004405000272026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de utensílios Gás Liquefeito de Petróleo para atender as demandas do Grupamento de Apoio Logístico da Aeronáutica (GALC).,35373.4,2026-09-17T09:00:00,2026-09-29T09:00:00,00394429000100-1-002361/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=12062305001002026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de Coletes balísticos par aplicação nas eleições 2026,3200000.0,2026-09-17T08:00:00,2026-09-29T09:00:00,00394502000144-1-011869/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=73100005000902026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZAÇÃO,19998.61,2026-09-24T09:00:00,2026-09-29T09:00:00,00394452000103-1-020774/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16025206000632026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de Panóplias para a Divisão de Apoio do Departamento Industrial deste Centro Tecnológico,417033.3,2026-09-16T09:00:00,2026-09-29T09:15:00,00394502000144-1-011791/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=73104005000922026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Niterói,Contratação de serviço especializado de retirada e recomposição de interferências de Áreas Internas do Navio-Escola Brasil (NEBrasil),451905.0,2026-09-14T09:30:00,2026-09-29T09:30:00,00394502000144-1-011605/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=79180005000612026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de 01 (um) Sistema da Máquina de Suspender para o Navio-Patrulha ""Miramar",435020.92,2026-09-17T09:30:00,2026-09-29T09:30:00,00394502000144-1-011862/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=74001405001822026
Pregão - Eletrônico,Suspensa,F,,RJ,São Pedro da Aldeia,Registro de preços para aquisição de Gêneros Alimentícios Frigorificados.,14313442.9,2026-09-17T16:00:00,2026-09-29T09:30:00,00394502000144-1-011863/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=79118105000102026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Registro de Preços para Aquisição de Materiais de Laboratório,0.0,2026-09-18T08:00:00,2026-09-29T09:30:00,33781055000135-1-001606/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25444605008322026
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"REGISTRO DE PREÇOS para aquisição de itens de comunicação visual e sinalização interna e externa com instalação, devidamente descritos, caracterizados e especificados neste Edital e/ou no Termo de Referência, na forma da lei.",1996541.0,2026-09-16T08:00:00,2026-09-29T09:59:00,42498600000171-1-003474/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=98600105014272026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de serviços de sonorização, iluminação e transmissão ao vivo, por meio de Sistema de Registro de Preços, para viabilizar a realização de eventos institucionais do Colégio Pedro II, garantindo qualidade técnica, acessibilidade, adequada captação de imagens e ampliação do alcance das ações acadêmicas, científicas e culturais.
",11211000.0,2026-09-15T08:00:00,2026-09-29T10:00:00,42414284000102-1-000148/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15316705003112026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de solução de tecnologia da informação e comunicação de prestação de serviços na modalidade Fábrica de Software, compreendendo a sustentação, manutenção e o desenvolvimento de software, baseado em práticas e princípios ágeis, dimensionadas em Ponto de Função.",15701200.0,2026-09-09T09:00:00,2026-09-29T10:00:00,29507878000108-1-000022/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=17303005000742026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,AQUISIÇÃO DE BATERIAS PARA VARIOS DEPARTAMENTOS DA CMB,0.0,2026-09-14T08:01:00,2026-09-29T10:00:00,34164319000174-1-000169/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=17908305001292026
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"O objetivo da presente contratação é a aquisição de 58 (cinquenta e oito) Cardioversores com carrinho de Parada, 15 (quinze) Eletrocardiógrafos, 24 (vinte e quatro) Monitores de Transporte e 35 (trinta e cinco) Ventiladores de transporte, para implantação do serviço no Hospital Oncológico de Nova Friburgo e no Instituto Estadual de Oncologia da Baixada e para abastecer a demanda das demais unidades sob gestão própria da SES.",0.0,2026-09-10T12:30:00,2026-09-29T10:00:00,42498600000171-1-003846/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37392
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,AQUISIÇÃO DE (12) FREEZER PARA BANCO DE SANGUE; (20) GELADEIRAS COM TERMOHIGRÔMETRO PARA MEDICAMENTOS; (05) SELADORAS; (08) ARMÁRIOS PARA GUARDA DE TUBOS.,0.0,2026-09-10T12:35:00,2026-09-29T10:00:00,42498600000171-1-003847/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37393
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Pregão para aquisição do medicamento Selexipague, visando atendimentos dos pacientes cadastrados no Componente Especializado da Assistência Farmacêutica - CEAF e no banco de mandados judiciais que tiveram decisões judiciais favoráveis, de acordo com as condições e especificações constantes neste Termo de Referência e no Edital, sob a égide da Lei n° 14.133/2021.",0.0,2026-09-10T12:40:00,2026-09-29T10:00:00,42498600000171-1-003849/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37394
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de serviço comum de engenharia para Reforma da Odontoclínica do Hospital Militar de Resende, situado na Rodovia Presidente Dutra Km 312, s/n, Anexo ao Antigo Hospital Escola – AMAN, Resende – RJ,",3645128.2,2026-09-11T09:00:00,2026-09-29T10:00:00,00394452000103-1-019751/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16030105000262026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de empresa especializada no fornecimento de solução integrada de tecnologia da
informação que contemple a integração de Inteligência Artificial (IA), com utilização de modelos de
linguagem de grande escala (LLM), para modernização e humanização do atendimento e da
comunicação institucional do CRECI-RJ, mediante integração com o sistema Conselho.NET e com o
canal de comunicação WhatsApp, nos termos da tabela abaixo, conforme condições e exigências
estabelecidas no Termo de Referência.",257320.0,2026-09-14T14:00:00,2026-09-29T10:00:00,33345109000110-1-000059/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=92732005000582026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Contratação de prestação de serviços continuados de manutenção para 1 (um) dispositivo de armazenamento Dell/EMC VNX5400 Site Horto (RJ), para sustentação dos serviços de armazenamento de dados deste respectivo site. O prazo de vigência da contratação é de 24 meses.",124800.0,2026-09-15T08:00:00,2026-09-29T10:00:00,33787094000140-1-000407/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=11460105001212026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,AQUISIÇÃO DE MATERIAL DE CONSUMO (SUPORTE PARA LENÇOL DESCARTÁVEL E OUTRO),0.0,2026-09-15T10:00:00,2026-09-29T10:00:00,00394544000185-1-001968/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25005705000952026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"AQUISIÇÃO DE MEDICAMENTOS ANTIAGREGANTES PLAQUETÁRIOS, ANTICOAGULANTES ORAIS E ANTIANÊMICOS (ÁCIDO TRANEXÂMICO, CARBOXIMALTOSE FÉRRICA E OUTROS) ",0.0,2026-09-17T10:00:00,2026-09-29T10:00:00,00394544000185-1-001978/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=25005705000112026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Registro de preços para futura aquisição de conjunto de chapas de proteção balística em aço SSAB Armox Advance nível III + PA2, com peso nominal de 39,25 kg/m² (admitindo-se variação limite de até 43,9 kg/m²) e espessura nominal de 5 mm (com tolerância de -0 mm a +0,6 mm).",958135.0,2026-09-16T08:00:00,2026-09-29T10:00:00,00394502000144-1-011792/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=74100005001502026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de mobiliário técnico, equipamentos, materiais e insumos especializados destinados a implantação e ao
funcionamento do laboratório de higienização, conservação e encadernação para o Arquivo da Marinha.",54356.68,2026-09-17T10:00:00,2026-09-29T10:00:00,00394502000144-1-011861/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=77900005000522026
Pregão - Eletrônico,Suspensa,F,,RJ,Rio de Janeiro,"Aquisição de equipamentos para o curso técnico de Manutenção Automotiva da Uned Maria da Graça do CEFET/RJ. Em caso de divergência entre a descrição do Termo de Referência e do CATMAT, prevalecerá a descrição que consta no Termo de Referência.",26106.87,2026-09-17T10:00:00,2026-09-29T10:00:00,42441758000105-1-000129/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15301005000282026
Pregão - Eletrônico,Divulgada no PNCP,F,,RJ,Rio de Janeiro,"Aquisição de materiais para compor os Kits de Primeiros Socorros Individuais (KPSI) para os militares da Marinha do Brasil, selecionados para servir em Operações de Paz mantidas pela Organização das Nações Unidas (ONU",67190.06,2026-09-17T08:00:00,2026-09-29T10:00:00,00394502000144-1-011870/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=77130005000272026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Contratação de empresa especializada em serviços de manutenção de estufa.,1964.01,2026-09-24T08:00:00,2026-09-29T10:00:00,33663683000116-1-000453/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15312706000352026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Contratação de serviços de Telefonia Móvel Pessoal (voz e dados internet móvel),8400.0,2026-09-24T12:00:00,2026-09-29T10:00:00,00394452000103-1-020843/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=16026306000502026
Dispensa,Divulgada no PNCP,E,,RJ,Rio de Janeiro,ETIQUETAS TÉRMICAS,24571.68,2026-09-24T12:59:00,2026-09-29T10:00:00,42498600000171-1-004048/2026,https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=37482
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de material químico para ser utilizado pelo Instituto de Microbiologia Paulo de Góes da UFRJ.,968.0,2026-09-18T08:00:00,2026-09-29T12:00:00,33663683000116-1-000418/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15314506001642026
Dispensa,Divulgada no PNCP,F,,RJ,Rio de Janeiro,Aquisição de material de consumo (Leiteiras) - IMPG/UFRJ,6525.0,2026-09-18T08:00:00,2026-09-29T12:00:00,33663683000116-1-000429/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=15314506001652026
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Aquisição de cabos elétricos, conforme condições, quantidades e exigências estabelecidas no Anexo I da Licitação. ",1054535.0,2026-09-17T08:00:00,2026-09-29T13:00:00,28305936000140-1-000251/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=92515305001862026
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Prestação de serviços de seguro predial, contra riscos de incêndio, explosão, queda de raio, riscos diversos (vendaval, furacão, ciclone, tornado, fumaça, danos elétricos, equipamentos elétricos e quebra de vidros e/ou espelhos) e responsabilidade civil para cobertura do patrimônio imóvel e móvel dos prédios do Complexo do Fórum Central da Comarca da Capital (CFCC) do Tribunal de Justiça do Estado do Rio de Janeiro (TJRJ), conforme especificado no Termo de Referência (Anexo I).",269480.67,2026-09-09T11:00:00,2026-09-29T14:00:00,28538734000148-1-000139/2025,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=03010005900622025
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Contratação de pessoa jurídica para prestação de serviços de telefonia móvel pessoal (SMP - Serviço Móvel Pessoal), na modalidade pós-pago, incluindo o fornecimento de SIM card e e-SIM, dispositivos móveis, linhas telefônicas digitais e modens, pelo prazo de 36 (trinta e seis) meses. ",16875099.72,2026-09-15T08:00:00,2026-09-29T14:00:00,28305936000140-1-000332/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=92515305002782026
Pregão - Eletrônico,Divulgada no PNCP,E,,RJ,Rio de Janeiro,"Prestação de serviços continuados de prevenção e combate a incêndio e pânico, abandono de área e prestação de primeiros socorros por meio de equipe de Brigada de Incêndio (Bombeiros Civis - BC), em postos diurnos e noturnos, para atender a demanda de 14 (quatorze) edificações do Tribunal de Justiça do Estado do Rio de Janeiro (TJRJ), a serem executados com regime de dedicação exclusiva de mão de obra, conforme especificado no Termo de Referência (Anexo I). 
",13330135.2,2026-09-14T11:00:00,2026-09-29T15:00:00,28538734000148-1-000151/2026,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/compras/acompanhamento-compra?compra=03010005001292026
